angle,Nasicon/C -1,Nasicon/P 1 21/n 1,Nasicon/P b n a,Nasicon/R -3 c H,ZrP2O7/P a -3,YPO4/I 41/a m d Z,Mg2P2O7/B 1 21/c 1 ,Mg2P2O7/P 1 21/c 1,P2O5/R 3 c H,P2O5/F d d 2,P2O5/P n a m,P2O5/R 3 c R,Y(PO3)3/R -3 H,Y(PO3)3/C 1 2/c 1,Y(PO3)3/P 1 21/m 1,Y(PO3)3/C 1 c 1
96.0,152.0,310.0,210.0,17.0,0.0,0.0,7.0,57.0,89.0,107.0,19.0,88.0,381.0,18.0,46.0,57.0
96.1,148.0,190.0,262.0,22.0,0.0,0.0,3.0,24.0,85.0,139.0,13.0,22.0,394.0,15.0,78.0,24.0
96.2,155.0,90.0,232.0,161.0,0.0,0.0,4.0,10.0,37.0,81.0,12.0,17.0,225.0,20.0,151.0,10.0
96.3,180.0,52.0,220.0,505.0,0.0,0.0,6.0,5.0,10.0,56.0,25.0,44.0,84.0,42.0,188.0,5.0
96.4,132.0,47.0,150.0,673.0,0.0,0.0,6.0,8.0,17.0,130.0,31.0,55.0,45.0,62.0,163.0,8.0
96.5,62.0,41.0,81.0,381.0,0.0,0.0,8.0,11.0,36.0,195.0,18.0,31.0,115.0,42.0,134.0,11.0
96.6,73.0,22.0,86.0,96.0,0.0,0.0,16.0,10.0,38.0,131.0,9.0,16.0,223.0,13.0,124.0,10.0
96.7,141.0,8.0,79.0,50.0,0.0,0.0,22.0,10.0,43.0,39.0,43.0,22.0,256.0,2.0,138.0,10.0
96.8,182.0,9.0,62.0,197.0,0.0,0.0,20.0,20.0,71.0,5.0,170.0,31.0,245.0,1.0,130.0,20.0
96.9,167.0,31.0,85.0,437.0,0.0,0.0,13.0,32.0,79.0,0.0,295.0,65.0,249.0,4.0,80.0,32.0
97.0,142.0,87.0,132.0,425.0,0.0,0.0,7.0,35.0,86.0,0.0,230.0,124.0,285.0,12.0,51.0,35.0
97.1,171.0,167.0,252.0,179.0,4.0,0.0,7.0,28.0,128.0,0.0,83.0,137.0,263.0,15.0,72.0,28.0
97.2,175.0,256.0,392.0,33.0,22.0,0.0,10.0,20.0,136.0,5.0,15.0,83.0,184.0,10.0,89.0,20.0
97.3,94.0,288.0,305.0,3.0,50.0,0.0,17.0,16.0,78.0,32.0,5.0,26.0,208.0,6.0,61.0,16.0
97.4,30.0,266.0,121.0,0.0,48.0,0.0,24.0,13.0,23.0,83.0,9.0,4.0,300.0,14.0,27.0,13.0
97.5,38.0,246.0,81.0,0.0,20.0,0.0,31.0,11.0,3.0,95.0,9.0,1.0,262.0,36.0,14.0,11.0
97.6,80.0,193.0,152.0,2.0,4.0,0.0,53.0,15.0,0.0,46.0,8.0,5.0,124.0,53.0,20.0,15.0
97.7,82.0,159.0,187.0,10.0,0.0,0.0,64.0,20.0,0.0,10.0,31.0,26.0,109.0,68.0,42.0,20.0
97.8,39.0,209.0,132.0,34.0,0.0,1.0,37.0,31.0,0.0,1.0,80.0,61.0,273.0,109.0,71.0,31.0
97.9,13.0,288.0,115.0,88.0,0.0,7.0,10.0,40.0,0.0,1.0,92.0,62.0,501.0,152.0,84.0,40.0
98.0,9.0,339.0,155.0,122.0,0.0,20.0,2.0,28.0,0.0,7.0,46.0,28.0,620.0,159.0,70.0,28.0
98.1,24.0,282.0,224.0,78.0,1.0,24.0,7.0,17.0,0.0,19.0,10.0,5.0,486.0,121.0,56.0,17.0
98.2,80.0,135.0,286.0,31.0,4.0,13.0,14.0,25.0,0.0,30.0,1.0,1.0,213.0,59.0,73.0,25.0
98.3,167.0,34.0,245.0,52.0,11.0,3.0,16.0,32.0,0.0,38.0,1.0,0.0,79.0,16.0,78.0,32.0
98.4,206.0,8.0,240.0,106.0,11.0,1.0,12.0,24.0,0.0,30.0,7.0,0.0,107.0,6.0,57.0,24.0
98.5,174.0,12.0,320.0,99.0,5.0,4.0,10.0,11.0,0.0,19.0,27.0,0.0,141.0,15.0,39.0,11.0
98.6,117.0,26.0,326.0,50.0,1.0,23.0,7.0,6.0,0.0,26.0,50.0,0.0,118.0,27.0,41.0,6.0
98.7,56.0,86.0,241.0,85.0,0.0,60.0,8.0,15.0,1.0,34.0,64.0,0.0,78.0,25.0,51.0,15.0
98.8,30.0,228.0,170.0,305.0,0.0,68.0,17.0,33.0,10.0,43.0,90.0,0.0,56.0,15.0,41.0,33.0
98.9,26.0,354.0,181.0,522.0,0.0,34.0,29.0,41.0,59.0,55.0,115.0,0.0,100.0,18.0,29.0,41.0
99.0,24.0,373.0,213.0,401.0,0.0,7.0,25.0,46.0,164.0,51.0,125.0,1.0,238.0,35.0,38.0,46.0
99.1,50.0,388.0,199.0,185.0,1.0,1.0,10.0,73.0,198.0,33.0,131.0,8.0,375.0,46.0,44.0,73.0
99.2,114.0,433.0,225.0,198.0,6.0,0.0,2.0,93.0,106.0,13.0,108.0,46.0,347.0,36.0,35.0,93.0
99.3,141.0,388.0,311.0,262.0,17.0,2.0,1.0,60.0,25.0,3.0,59.0,120.0,206.0,28.0,23.0,60.0
99.4,105.0,287.0,475.0,170.0,19.0,17.0,5.0,18.0,3.0,0.0,30.0,138.0,94.0,48.0,19.0,18.0
99.5,97.0,266.0,693.0,55.0,10.0,74.0,12.0,2.0,3.0,3.0,26.0,71.0,73.0,72.0,37.0,2.0
99.6,132.0,331.0,599.0,19.0,2.0,145.0,17.0,0.0,24.0,23.0,20.0,16.0,162.0,78.0,73.0,0.0
99.7,119.0,385.0,292.0,12.0,0.0,126.0,22.0,3.0,75.0,74.0,14.0,2.0,264.0,64.0,95.0,3.0
99.8,67.0,343.0,146.0,14.0,0.0,49.0,35.0,19.0,106.0,114.0,21.0,0.0,267.0,34.0,86.0,19.0
99.9,75.0,213.0,167.0,17.0,0.0,8.0,49.0,64.0,71.0,101.0,25.0,0.0,202.0,12.0,68.0,64.0
100.0,147.0,119.0,262.0,15.0,0.0,1.0,52.0,116.0,24.0,70.0,14.0,0.0,130.0,7.0,71.0,116.0
100.1,163.0,135.0,347.0,25.0,4.0,0.0,59.0,119.0,5.0,37.0,4.0,0.0,110.0,11.0,72.0,119.0
100.2,104.0,198.0,341.0,65.0,28.0,0.0,65.0,100.0,0.0,12.0,0.0,4.0,163.0,22.0,66.0,100.0
100.3,77.0,217.0,378.0,109.0,82.0,0.0,69.0,105.0,0.0,3.0,0.0,24.0,264.0,50.0,66.0,105.0
100.4,110.0,235.0,432.0,99.0,105.0,0.0,91.0,93.0,3.0,0.0,0.0,67.0,357.0,72.0,56.0,93.0
100.5,184.0,293.0,326.0,65.0,61.0,0.0,101.0,58.0,14.0,0.0,0.0,82.0,358.0,51.0,46.0,58.0
100.6,279.0,354.0,213.0,43.0,16.0,0.0,93.0,34.0,27.0,0.0,1.0,45.0,285.0,24.0,74.0,34.0
100.7,287.0,403.0,196.0,19.0,2.0,0.0,90.0,44.0,34.0,0.0,4.0,11.0,254.0,22.0,105.0,44.0
100.8,216.0,321.0,191.0,4.0,0.0,0.0,84.0,60.0,33.0,0.0,15.0,2.0,230.0,27.0,81.0,60.0
100.9,175.0,177.0,140.0,0.0,0.0,0.0,55.0,60.0,21.0,0.0,25.0,5.0,124.0,31.0,54.0,60.0
101.0,146.0,127.0,76.0,1.0,0.0,0.0,20.0,101.0,9.0,0.0,20.0,18.0,33.0,54.0,71.0,101.0
101.1,130.0,132.0,51.0,4.0,6.0,0.0,4.0,180.0,13.0,0.0,10.0,29.0,4.0,68.0,75.0,180.0
101.2,151.0,166.0,69.0,13.0,44.0,0.0,1.0,171.0,28.0,0.0,9.0,22.0,2.0,53.0,41.0,171.0
101.3,166.0,210.0,74.0,19.0,141.0,0.0,1.0,80.0,30.0,0.0,7.0,11.0,12.0,48.0,17.0,80.0
101.4,145.0,219.0,42.0,15.0,208.0,0.0,2.0,20.0,15.0,0.0,4.0,11.0,52.0,51.0,21.0,20.0
101.5,124.0,159.0,19.0,23.0,140.0,0.0,4.0,3.0,9.0,0.0,3.0,13.0,133.0,42.0,39.0,3.0
101.6,163.0,71.0,22.0,64.0,43.0,0.0,10.0,2.0,25.0,1.0,5.0,8.0,230.0,31.0,61.0,2.0
101.7,261.0,30.0,29.0,93.0,6.0,0.0,16.0,6.0,47.0,6.0,5.0,3.0,260.0,24.0,87.0,6.0
101.8,294.0,29.0,24.0,63.0,0.0,0.0,21.0,12.0,40.0,27.0,2.0,9.0,175.0,32.0,92.0,12.0
101.9,190.0,32.0,12.0,20.0,0.0,0.0,20.0,15.0,16.0,54.0,1.0,27.0,77.0,40.0,58.0,15.0
102.0,73.0,33.0,15.0,3.0,0.0,0.0,11.0,10.0,6.0,53.0,5.0,39.0,71.0,29.0,49.0,10.0
102.1,29.0,50.0,50.0,1.0,1.0,0.0,5.0,4.0,19.0,47.0,24.0,31.0,125.0,12.0,113.0,4.0
102.2,31.0,77.0,99.0,9.0,7.0,0.0,5.0,5.0,64.0,95.0,71.0,31.0,167.0,4.0,189.0,5.0
102.3,33.0,82.0,106.0,46.0,28.0,0.0,6.0,13.0,108.0,142.0,108.0,61.0,216.0,3.0,185.0,13.0
102.4,24.0,59.0,73.0,149.0,48.0,0.0,6.0,19.0,103.0,104.0,82.0,75.0,259.0,7.0,129.0,19.0
102.5,10.0,35.0,38.0,408.0,38.0,0.0,10.0,21.0,72.0,38.0,30.0,44.0,262.0,10.0,88.0,21.0
102.6,3.0,33.0,28.0,795.0,14.0,0.0,11.0,22.0,55.0,11.0,6.0,12.0,285.0,7.0,88.0,22.0
102.7,6.0,38.0,36.0,824.0,2.0,0.0,13.0,17.0,36.0,9.0,3.0,2.0,259.0,2.0,103.0,17.0
102.8,23.0,36.0,31.0,409.0,0.0,0.0,24.0,11.0,13.0,7.0,8.0,0.0,194.0,1.0,81.0,11.0
102.9,64.0,34.0,19.0,95.0,0.0,2.0,35.0,17.0,2.0,8.0,12.0,4.0,227.0,2.0,47.0,17.0
103.0,100.0,44.0,35.0,10.0,0.0,16.0,33.0,39.0,0.0,17.0,12.0,14.0,298.0,12.0,39.0,39.0
103.1,80.0,48.0,77.0,3.0,0.0,63.0,20.0,71.0,0.0,33.0,17.0,25.0,249.0,31.0,34.0,71.0
103.2,49.0,36.0,86.0,26.0,2.0,118.0,19.0,79.0,0.0,41.0,41.0,30.0,112.0,46.0,19.0,79.0
103.3,61.0,34.0,49.0,103.0,9.0,103.0,42.0,52.0,0.0,31.0,64.0,35.0,26.0,45.0,12.0,52.0
103.4,106.0,50.0,28.0,188.0,19.0,50.0,62.0,41.0,0.0,12.0,58.0,35.0,17.0,29.0,20.0,41.0
103.5,171.0,83.0,58.0,161.0,19.0,62.0,47.0,76.0,2.0,2.0,36.0,19.0,70.0,13.0,34.0,76.0
103.6,245.0,131.0,119.0,66.0,8.0,185.0,28.0,101.0,15.0,0.0,32.0,5.0,165.0,6.0,44.0,101.0
103.7,284.0,157.0,161.0,41.0,2.0,295.0,30.0,69.0,57.0,0.0,37.0,1.0,190.0,5.0,60.0,69.0
103.8,240.0,157.0,199.0,190.0,0.0,223.0,28.0,28.0,102.0,0.0,25.0,0.0,128.0,5.0,67.0,28.0
103.9,157.0,142.0,250.0,595.0,0.0,80.0,22.0,20.0,86.0,0.0,9.0,0.0,121.0,4.0,48.0,20.0
104.0,108.0,97.0,213.0,896.0,0.0,13.0,30.0,29.0,35.0,0.0,4.0,4.0,196.0,6.0,34.0,29.0
104.1,104.0,51.0,102.0,656.0,0.0,1.0,66.0,41.0,8.0,0.0,4.0,23.0,265.0,21.0,36.0,41.0
104.2,142.0,38.0,33.0,285.0,0.0,0.0,114.0,57.0,7.0,1.0,5.0,58.0,272.0,51.0,36.0,57.0
104.3,194.0,51.0,16.0,210.0,0.0,3.0,123.0,61.0,15.0,5.0,5.0,70.0,207.0,67.0,32.0,61.0
104.4,174.0,60.0,25.0,242.0,0.0,18.0,87.0,59.0,23.0,9.0,4.0,40.0,118.0,56.0,39.0,59.0
104.5,103.0,71.0,62.0,160.0,0.0,58.0,45.0,92.0,47.0,8.0,3.0,11.0,73.0,44.0,60.0,92.0
104.6,92.0,136.0,115.0,56.0,0.0,90.0,24.0,148.0,97.0,10.0,3.0,4.0,77.0,39.0,77.0,148.0
104.7,151.0,224.0,139.0,26.0,0.0,66.0,32.0,172.0,113.0,33.0,15.0,20.0,84.0,29.0,64.0,172.0
104.8,212.0,221.0,111.0,38.0,0.0,23.0,47.0,150.0,67.0,83.0,46.0,74.0,77.0,27.0,36.0,150.0
104.9,198.0,156.0,92.0,39.0,0.0,4.0,38.0,113.0,40.0,100.0,72.0,136.0,60.0,44.0,18.0,113.0
105.0,112.0,123.0,130.0,29.0,0.0,0.0,18.0,85.0,73.0,58.0,56.0,124.0,42.0,55.0,14.0,85.0
105.1,56.0,109.0,179.0,51.0,1.0,0.0,7.0,54.0,110.0,16.0,30.0,58.0,43.0,41.0,14.0,54.0
105.2,70.0,87.0,191.0,108.0,8.0,1.0,2.0,27.0,88.0,2.0,39.0,14.0,129.0,18.0,17.0,27.0
105.3,108.0,62.0,155.0,121.0,49.0,8.0,1.0,26.0,38.0,0.0,61.0,2.0,330.0,6.0,32.0,26.0
105.4,108.0,46.0,116.0,70.0,156.0,23.0,2.0,37.0,9.0,2.0,51.0,0.0,526.0,2.0,56.0,37.0
105.5,71.0,57.0,123.0,29.0,239.0,32.0,7.0,28.0,1.0,9.0,26.0,1.0,602.0,0.0,68.0,28.0
105.6,48.0,98.0,169.0,16.0,178.0,21.0,19.0,12.0,0.0,21.0,17.0,3.0,572.0,2.0,61.0,12.0
105.7,54.0,140.0,229.0,7.0,64.0,7.0,32.0,9.0,0.0,23.0,17.0,9.0,474.0,9.0,55.0,9.0
105.8,80.0,132.0,274.0,2.0,11.0,1.0,34.0,19.0,0.0,14.0,12.0,12.0,447.0,23.0,61.0,19.0
105.9,110.0,82.0,230.0,1.0,1.0,0.0,32.0,26.0,0.0,10.0,5.0,9.0,488.0,29.0,72.0,26.0
106.0,124.0,62.0,112.0,15.0,0.0,0.0,31.0,23.0,0.0,28.0,3.0,5.0,463.0,20.0,63.0,23.0
106.1,146.0,100.0,30.0,104.0,0.0,0.0,23.0,15.0,0.0,81.0,14.0,2.0,338.0,7.0,42.0,15.0
106.2,183.0,148.0,13.0,360.0,0.0,0.0,23.0,18.0,0.0,132.0,56.0,1.0,198.0,5.0,41.0,18.0
106.3,170.0,148.0,38.0,649.0,2.0,0.0,40.0,39.0,0.0,111.0,147.0,0.0,106.0,11.0,60.0,39.0
106.4,101.0,106.0,119.0,630.0,7.0,0.0,49.0,61.0,0.0,67.0,228.0,0.0,90.0,16.0,72.0,61.0
106.5,44.0,89.0,276.0,337.0,14.0,0.0,34.0,57.0,0.0,62.0,191.0,0.0,152.0,16.0,72.0,57.0
106.6,35.0,154.0,418.0,100.0,14.0,1.0,23.0,36.0,0.0,56.0,85.0,0.0,274.0,15.0,77.0,36.0
106.7,48.0,290.0,432.0,18.0,7.0,1.0,28.0,24.0,0.0,28.0,36.0,0.0,384.0,14.0,79.0,24.0
106.8,49.0,375.0,345.0,4.0,2.0,1.0,39.0,38.0,3.0,12.0,58.0,1.0,350.0,23.0,67.0,38.0
106.9,54.0,291.0,225.0,5.0,0.0,0.0,53.0,70.0,10.0,25.0,83.0,2.0,198.0,47.0,54.0,70.0
107.0,82.0,146.0,161.0,8.0,0.0,0.0,65.0,99.0,16.0,55.0,62.0,3.0,93.0,73.0,52.0,99.0
107.1,105.0,99.0,169.0,6.0,0.0,0.0,59.0,117.0,13.0,61.0,23.0,5.0,116.0,81.0,54.0,117.0
107.2,116.0,156.0,172.0,4.0,0.0,0.0,41.0,127.0,6.0,35.0,4.0,15.0,225.0,75.0,52.0,127.0
107.3,132.0,240.0,160.0,19.0,1.0,0.0,33.0,114.0,6.0,11.0,0.0,36.0,308.0,62.0,49.0,114.0
107.4,137.0,272.0,121.0,102.0,4.0,0.0,32.0,75.0,26.0,3.0,1.0,47.0,301.0,45.0,41.0,75.0
107.5,135.0,230.0,59.0,282.0,11.0,0.0,22.0,60.0,76.0,2.0,6.0,37.0,228.0,29.0,26.0,60.0
107.6,157.0,171.0,20.0,395.0,14.0,1.0,8.0,77.0,122.0,1.0,33.0,39.0,157.0,21.0,20.0,77.0
107.7,161.0,146.0,13.0,281.0,9.0,8.0,2.0,75.0,109.0,0.0,87.0,58.0,209.0,20.0,26.0,75.0
107.8,120.0,130.0,25.0,102.0,3.0,51.0,1.0,42.0,55.0,0.0,118.0,56.0,390.0,23.0,48.0,42.0
107.9,82.0,98.0,65.0,19.0,1.0,161.0,2.0,18.0,16.0,0.0,83.0,27.0,497.0,23.0,93.0,18.0
108.0,77.0,69.0,133.0,2.0,0.0,256.0,3.0,16.0,3.0,1.0,46.0,7.0,405.0,26.0,128.0,16.0
108.1,91.0,65.0,164.0,2.0,0.0,205.0,2.0,21.0,0.0,5.0,75.0,1.0,216.0,34.0,119.0,21.0
108.2,98.0,95.0,125.0,3.0,0.0,83.0,1.0,22.0,0.0,14.0,143.0,0.0,90.0,35.0,101.0,22.0
108.3,96.0,128.0,97.0,2.0,4.0,17.0,0.0,19.0,0.0,24.0,156.0,0.0,67.0,28.0,95.0,19.0
108.4,116.0,134.0,127.0,1.0,30.0,2.0,1.0,16.0,1.0,25.0,122.0,1.0,74.0,27.0,80.0,16.0
108.5,163.0,128.0,174.0,1.0,111.0,0.0,2.0,14.0,11.0,20.0,118.0,1.0,79.0,36.0,63.0,14.0
108.6,205.0,120.0,165.0,9.0,207.0,0.0,7.0,12.0,46.0,20.0,111.0,1.0,147.0,38.0,51.0,12.0
108.7,209.0,117.0,97.0,40.0,196.0,0.0,14.0,8.0,98.0,20.0,64.0,0.0,285.0,35.0,41.0,8.0
108.8,160.0,107.0,51.0,98.0,95.0,1.0,22.0,4.0,107.0,12.0,21.0,0.0,343.0,44.0,30.0,4.0
108.9,97.0,77.0,59.0,127.0,23.0,5.0,20.0,5.0,61.0,4.0,4.0,0.0,232.0,49.0,27.0,5.0
109.0,74.0,47.0,88.0,90.0,3.0,25.0,10.0,14.0,24.0,1.0,0.0,0.0,108.0,34.0,25.0,14.0
109.1,95.0,35.0,99.0,43.0,0.0,67.0,3.0,26.0,18.0,0.0,4.0,0.0,118.0,17.0,16.0,26.0
109.2,107.0,45.0,71.0,20.0,0.0,120.0,1.0,30.0,18.0,0.0,26.0,1.0,218.0,8.0,8.0,30.0
109.3,82.0,75.0,33.0,11.0,1.0,190.0,1.0,23.0,11.0,0.0,101.0,9.0,255.0,8.0,6.0,23.0
109.4,70.0,120.0,12.0,14.0,6.0,249.0,2.0,12.0,9.0,0.0,203.0,32.0,179.0,15.0,10.0,12.0
109.5,104.0,145.0,10.0,44.0,31.0,202.0,9.0,7.0,24.0,0.0,217.0,60.0,118.0,18.0,21.0,7.0
109.6,142.0,127.0,36.0,99.0,83.0,88.0,21.0,6.0,48.0,0.0,152.0,62.0,162.0,12.0,49.0,6.0
109.7,136.0,114.0,90.0,190.0,114.0,20.0,32.0,5.0,50.0,2.0,132.0,37.0,263.0,4.0,101.0,5.0
109.8,114.0,150.0,130.0,356.0,82.0,2.0,37.0,9.0,27.0,7.0,145.0,17.0,337.0,5.0,145.0,9.0
109.9,104.0,180.0,146.0,485.0,30.0,0.0,50.0,22.0,8.0,15.0,121.0,14.0,324.0,21.0,144.0,22.0
110.0,94.0,140.0,169.0,395.0,6.0,0.0,74.0,34.0,2.0,28.0,90.0,24.0,248.0,53.0,105.0,34.0
110.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
